"","p_cntrl2730","p_cncr5987","p_cntrl5081","p_cncr1718","p_cncr2573","p_cncr2035","p_cntrl2972","p_cncr6812","p_cntrl9873","p_cncr4188","p_cncr9002","p_cncr9466","p_cncr8865","p_cntrl5767","p_cncr2978","p_cntrl6376","p_cntrl8387","p_cncr3595","p_cncr4026","p_cncr9591","p_cntrl8413","p_cncr9070","p_cncr6166","p_cncr1817","p_cntrl6666","p_cncr2162","p_cncr1856","p_cncr2882","p_cncr1259","p_cntrl5277"
"11101101110100001001",1208586,70458,819,213845,39,547005,10025794,577777,36370,568748,27390,10973,203969,702028,644719,179691,141269,5758,463,7,629,55495,1451,267566,108570,12465,157713,4101,4105,483261
"00111111011101101011",3723,48195,27375351,9117,17754,849998,165057,33529,54267,531744,8169,5295,230,24843102,89547,6375648,163881,5197,72749,8495887,4703721,23457,2766436,5069995,54906,18332,45116,28570,710513,12535
"00010101011001001100",143122,257563,58919,177533,14,108374,274464,24575,103521,676558,49772,231187,12756,14708,1819172,8263224,239812,4,7479,582,28646,769,1112,306656,7358,59175,156941,195,2,52883
"00110001010001101011",663675,9900,189718,18323,30,255879,1649032,4444,3024,13689,990575,5892,13614,5150,619655,45395,808285,937,40127,13013,30799,19610,59597,23159,816834,125424,179183,600,992,92103
"00000111110101011010",146598,45663,115242,1102889,293010,283930,9209,17022,35867,3084698,21727,22446,71425,19079,4762062,1958,7243,16716,693254,82730,497164,59,2419063,1545099,15511,14235,46805,3461730,4311,133230
"01100010100011000111",3418,84072,589238,9443,26934,474122,5180,444,119754,49080,338277,120132,50743,284698,1016,6204,40615,1113749,4423,160525,9074,5430,2256253,1936,779929,54842,3620890,9836,672561,3851
"11000101100110001001",704,15838,199285,828320,244,2537,737627,95318,106461,473167,12962,2753,246924,33471,32399,4271,13848,25,12469,658,25903,271105,3505,1735314,1956606,38688,2048235,16593,8596,1558
"11001100111101101101",318,11505,10821,34822,4751,3797,86850,179636,6579,80781,155425,700,1078997,345577,79077,31246,163447,31,89812,97,61388,1268,2929,42575164,55165,1811,4555,996,145825,1126685
"01000011111011110101",1108,12487,126487,66740,14128,2540797,11626,504,525,4111,209956,117458,18179,153685,17639,9186,1120379,597277,317028,1180899,153950,586802,5756703,191204,6468,2304940,780,81022,191594,6664
"00100011100101011001",11647,5618,26851,85670,420104,16358,2922303,150394,43490,70778,17875,10119,65238,326942,208849,1255198,973251,12195,436934,28341,1250941,70847,38555,13058,40135,5926,477611,2229,89267,10321
"00011101110111001011",1042198,31765,1819833,537550,91,9628,143957,7159,8564,52850,20492,4752,2287557,1488936,206981,14630,1226,30,23676,825,992621,5,1817,812023,28820,8041,148342,471,11,253055
"10010110011000000101",37,9941,212751,1281343,3701,2412,29039,574202,501697,36915,19780,724602,1905929,249619,48096,277598,5610,439366,7861611,3414,1556946,10049,281,6042,5582,1942,5443276,41551,3684,10062
"01111110111110001100",23741,496,17883,230515,1796864,5158,13788,128426,42293,151,16180,1070,14787,169731,1456711,123,21563,39450,83349,59295,2769,233719,6941,133306,186,1404596,36239,315463,12978,81087
"00111011001001010111",44745,91954,80749,23326,39414,62,221587,4245638,402069,14755,1413428,90886,1540870,132393,2136969,16755,3027,5574,27181,3263381,417664,868,154411,9360567,15460,119929,383003,2972,212429,6539
"10110011000111100110",20403366,32136,1288443,603753,583660,111118,1721503,123247,1509,41787,16888,958,339530,16617,1122959,223191,47551,11142,36289,179070,2623,100446,9003,6091,361460,63403,391640,12788,795606,1023317
"11011110011001000000",98418,150682,95709,31795,102260,24963,975086,1509,6087,538707,1319678,78120,1851128,26803,23240,164275,1536587,4866,1871125,131552,3626,43848,281,180173,1531,332190,262,19992,272061,4243
"01110110001110100101",31236,6879,727992,14160,2983,74475,377420,81211,54433,469731,3457371,812,3931948,825236,42661,68098,7754559,89962,155652,9622,117130,983452,12219,3412,159396,455690,719691,594212,1191125,5394
"11011001101000011110",67839,351610,64737,945,1372992,20225,1556,600,31646,632,21795,404966,342804,91693,315,947264,280902,2810,3400561,295050,4849,367782,1868,810183,187636,47558,3536,1477,42324,1549955
"00111101010111011001",18242,15208,141408,6940,48264,948965,43827,97810,48025,20531,3489937,73311612,3245,97623,72371,19902,43689,43082,6832939,2416822,9234446,6600,554168,66049,1727,77102,49946,71003,7364650,955284
"11000110010000111010",2216444,26838,206890,36610,105287,23414477,327475,302,435712,702760,553436,651992,18616,1628,3667,85308,461143,96763,32398,48557,148469,9696,626365,14636,100537,490760,2421802,122480,5505,176336
"11101001011101101111",5223,228887,1422092,820,12335,86280,78554,293280,139298,56827,637656,838,7783,1604,23519,201628,50454,76,172,361,13790,939,226687,1167330,69207,8195,118613,896,0,57768
"00101000110011000110",43223,2268414,134352,559561,137,16464,37864,18035,21191483,275237,307747,537,36401,8909689,83584,71071,425456,9,10628,939,1919606,94,180923,132137,12143,7992,3169,1390,14725,818494
"10110110101110011100",66905,56113,252580,1055121,224716,39510,4163111,32598,28084,11213,58247,34723,10383,229,68508,227094,27610,65554,2916311,1098112,787,2934,4452,33458,10465,10600,157511,519,818514,13263579
"11000010100001000110",1123,1347033,312757,248266,325290,116134,34841,1545,15063632,3668,18933,124607,182073,537861,32629,2979,3946,8217,263348,3520075,1449882,10638,1008,39928,1073572,33117,2801,433876,172,1204
"11100011111100001101",642559,41127,2781963,25436,287997,40784,16371,226162,342835,104667,107156,12032,689756,819989,101,28170,241,26608,100047,530660,4444614,90271,116569,47337,963311,295,564168,194112,43904,43983363
"01100111000110011010",138189,50675,16527,1369,118496,1434839,169170,15860329,253284,123559,61699,857,12806,350508,28247,166830,242781,14286,28688,15108,8947,944126,10977,21824,689439,7812,95118,11582,54843,8187
"10011110010010000100",6561370,17,1273,409860,66351,884,1386981,215422,299,12155861,23967,1349,495664,24477,42117,22176,1162,312511,68931,160712,1667674,2252,2209,246749,28509,36044,100231,150866,1820,5164
"10101000001000001100",150363,99952,902292,148626,2,8472,948853,30397,962013,1211721,70415,12140,123,1480711,138364,419968,896104,2469,25,244,279276,6984,44331,131,20991,6097,23663,28,1965,840
"00101111000000001101",6331,869883,59907,1693071,381622,77852,527,15397,25778,125707,718356,2058671,3105,641322,16297,405,199578,481263,22478,18894,212443,23414,6923439,123827,1588688,11962,6392307,21653,19,516132
"01100000011110100011",321669,5476,527481,58173,34,37293,86866,1224726,14907,96242,16589,110521,191305,822957,23757,143098302,653073,1,1155,1063,18758,82111,4078,1026,2601003,44081,100137,10,601,22613
"01110001101011100001",4347419,184989,18741,295850,21,690175,59822,17032,640129,25788,16893,2830,85066,11539,13655,31417,2382646,1203,594,1116,146200,5575,872,184246,3186509,355995,588484,5,8050,1513092
"01011111100100100101",16439,45791,8506,38194,2215201,13465,34322,7876,153035,296164,10709705,193205,1891,1383,1183319,13141,309258,450273,1182,11482,44008,201943,78596,20236,21944,218137,518517,1544423,177289,1355064
"01101010110101001111",872341,920,4184829,37704,646288,53033,8898,788378,64198,90075,35271,8513,6678,6259,38137,74068,1069961,645004,701,231169,512194,12194,122954,604,3224,772,790204,63322,72939,34969
"11011110000001010001",137025,229025,139883,4629,9180,5203,3274,765,1513320,101901,108350,5510370,105,4565,103473,54477,3179,22993,6888,38934,87969,27014,29347,905789,269384,11994,4475,65813,330591,3479
"11011000011110111000",464275,11128,3510,318094,332,139088,222575,3086,138731,295866,10781,665139,1979,5231,467,1361,12004,134617,57590,9391,1270739,10488,15776,382279,4077,5702,6729,227191,33698,244765
"00100000110100011000",281142,283999,889,249346,46433,617,587,36596,1459272,87053,111202,7793,228969,26772,61259,4114392,23681,214,7121,38232,663,46560,1010316,9204,26469,34157,30241,1074,3382,184323
"11011101001101111000",1509,10448,23866,58532,56,70713,6247,9471,31014,36445,104104,693857,3498,61714,16868,2246,153012,332253,9726,156219,209082,1731905,1619728,371955,39239,125562,33461,9474941,1362677,20263
"00111100001000111011",208697,3392286,37123,767,65047,28331,187063,119317,1618647,4200,129,9168,9569,175576,10470,205697,10,1465947,1926,69527,5816,277441,8567,64413,650936,225065,332,10254,348466,168757
"10101001111000011011",30434,35994,7380,122258,71156,1037,1177597,736953,99690,104107,55267,3294432,65102,48738,442988,134252,559342,8467,103334,51430,3479927,1142,1050881,6599145,542389,2547,31628,2721188,29472,4247
"10011011101001100011",296100,306974,425411,26067,282916,36083,387882,58322,796615,209351,4121,7000,65707,3413,5544629,840281,13701,1954116,97129,1554,1508,128710,6543,1687324,22371,63669,315287,21715,119,6965
"00010110000000001101",4878,19765,40705,308156,47256,37620,2105,57563,67372,1046996,1212398,1302625,73491,1260,42697,22151,2564,81872,124530,887,416,3,45998,45054,777718,30638,1435749,4592,383,46
"10001100011110010001",14482190,8831,183805,22741,117708,6648436,9775,150,290668,2617062,18513,144454,1091720,17504,16270622,131254,5652,8631,1313,732803,10928,56591,3600,2745321,1349313,23912,1589507,97961,2157304,5688869
"00111101001000100110",146532,909230,52766,304,334,466,11814211,522,216543,4692,3279,50728,14952,4630310,101326,413641,112149,2,425,1060,4898,145917,1332,195314,313637,2163,44086,480,2309,47279
"11000100000000001000",1163470,810,12395,42640,7241,369298,144746,19802,1325514,228558,2065,95065,914,1426534,11333,39770,8808,526,22728,1695,3058,12580,126,482532,470785,78135,4636,4258,898,64576
"00011100100100000100",692814,76973,1796,97539,6,25442,84568,557,2637,65354,3053,825169,21377,435397,107634,179932,404207,809,25,38,1689,68,1406,188356,562572,9,362586,4789,323,1388912
"01110101100110110011",83945,35946,109574,15048,1052395,149075,2852914,58331,26380,11669974,44712,3856800,94235,289615,34409,84878,161383,208807,21234,283474,145852,5047,19811,25860,1573007,24106,64496,73641,157124,906742
"01010111101100011110",28239,861002,359493,8496,2557,71839,342690,1469555,54907,1237548,48202,1691,1021,647,542603,6600,115675,287774,14584,663496,5926,170380,27394,644394,947,150815,149158,187108,27100,3368
"00111101100011100111",188151,71781,28,24867,4480,7438206,428081,1645438,66455,140600,81802,227017,73197,8879,261391,6813,1020,49,32448,4709,403415,1612,1945,1057225,6522,610,24474,167668,4502,1699
"11000000001010001010",1025284,3536,3036,643891,202,820152,319957,1175891,37,2891,573972,72970,993,34416,266,225227,345308,2,22588,275500,142196,61238,8148,896603,5990056,26654,6812,34103,2524,87076
"11101010110111101001",164753,139675,42610,35748,7125468,610,82213,193766,1895,297943,175127,51967,484308,44555,162714,38323,4080,25518,2795,37207,3169,1829,23333,199778,895,163822,2965693,23321,161619,81463
"11000110011101111111",7254,174526,246784,1583,195536,168455,299486,205456,52817,313989,46367,109871,119124,1036063,315061,90735,74500,3224,60170,15465,2235,12347442,3601863,286994,56475,122294,1828,186474,8616,1603213
"01000100000001111011",1636,167572,653486,4088164,87707,570765,1031552,284995,2530,149272,40624,39431,436688,817436,3234,62229,20843,160,934,3131,79051,60082,12298,486891,124521,1957692,253221,674073,13060,152951
"11000000101100111011",3333553,1207,1864,22020,1157,537,88214,1933,1622,110707,300,90812,274571,9243,2947,1348252,6071,45961,88595,4049,1434150,1917,177,57066,2351,406,27489,1039897,70605,21255
"11010000111011111111",137850,43112,27636,103293,203187,613554,144097,2265453,13678,165832,281587,5606,375478,740,439402,7356,98099,92202,713955,1138,23038,23215,8546,13108,245,1253997,135492,6145,16737497,45727
"10111001111010011111",20720,113512,1065667,22126,15114,206858,3879,30261,1461,5262,34792,205099,90,1920,16521,581876,210066,9341478,330,600,10194029,114107,6226,22097,19122,181473,394420,9210,4544394,41594
"11101111000111111111",202153,794,532119,307799,152378,13181,1777684,121668,74076,458430,184973,149149,1501414,573910,4766930,286124,30562,28847,58459,8992,704319,29939,786295,218,28518,7487,163340,920,194127,476
"01101111110010010000",6489,13436,454110,8557,27145054,120593,97581,54161,2019,162134,147897,8321,1214881,54491,117584,8001,153139,717439,56835,15249,31086,508873,1671,40642,29902,259594,27400,291992,312649,650
"10010101110010111110",1582912,546003,240229,22238,8521,13567876,1710,2166066,71070,12162878,81466,47414,12289,53465,52589,34947,11908,1022316,6772,574956,7174,1615,675463,159530,442,91861,2208028,5530,111,1585
"00011000000011110100",19889167,561916,14950,1277359,17356,59882,31248,198094,61901,239904,16178,118403,410286,72130,1577679,2555,35,7314,4010,49410,103994,8,91867,3547460,26,413,119513,1010718,967,4019
"01110011100100111000",38354,2524,500272,201677,29301,1195410,430805,35639,19424,4497863,531187,1179852,876542,15432,2145,85162,26696,42160,1205893,1984395,5231,281309,8384,424591,137405,9087,129066,737,1151912,1125650
"10101000011111110100",3697,5183,25770,734894,1211726,113160,159107,14157,191863,363929,23050,8474,1045162,59786,348703,324765,125847,57683,8777,1438683,317941,101680,69068,136861,10055,2639,232936,157065,101700,8852
"11111101111100001000",45088,1445,266854,5080,497,443,2156859,97877,154077,16746,115297,25877,259638,1461359,22893,245143,16261,111,3232,391808,9396,322,1451,506285,22523,260656,148960,208,1103,447556
"01001010000011011111",309431,3248,103154,26377,3960,260,13962348,987401,31915,42776,914686,9861,662323,224777,421159,362809,9953,145785,6355,104118,3871721,595,10408,287391,80449,13904,7017879,462,172316,176442
"11001011010001111000",144452,558608,134,127774,10982,16268,584421,8579335,2763,1400862,381350,647031,34871572,803,13461,3453,1093447,3956,19333,197,29833,30363,128556,6652,494944,14905,1037619,59203,545,79681
"00111000101011001011",3313,63244,165607,33274,1665,89649,631065,412027,103494,74640,151,149266,1279493,836217,7709,12987,392383,283,367,18,185876,131193,6432,7118,5793,11419,28582,25569,4083,9863
"10110011101110110111",148135,278605,41463,28630,1891,20256,1521,3627,400838,358661,490737,75330,2587001,686539,10229937,30983,1505,657124,3111600,21721321,20620,542999,16110,2594262,148291,2020670,7894,8680,220479,368709
"01110011011111001101",3917,12234,13,159653,218465,68264,1092,45014,28525,21425,45,1337921,1090,552762,1953529,5464,29130,22467,300416,70884,644338,2170,24960,321174,64254,4099111,628,494269,39990,20568
"01110100110111100101",33779,1747736,532,235,461,8814,9562,602,110114,346599,9685,1929,6045,140879,297445,306436,85438,64,227,28,77538,69762,7514,131277,281692,222512,29782,5599,984,12287140
"00011111001110111110",72212,4610397,250009,349450,27232,92161,482247,10306,60765,6346,70809,123393,1340618,9371,225391,1882963,270904,524207,6858,7655,414851,193,886485,519126,40684,325,60359,930038,32,5655
"10101000001000000001",2987,938623,265132,85659,25,29496,2664151,82518,1491828,377,10326,1566,10746,56945443,5150,51640,304,512,107,219,83374,445691,22428,1309357,24694,1142,198397,2418,95445,6263
"10111110011011001011",20412,3218,28080,49366,94168,5139,3421,118861,21437,52414,68706,551533,497782,6077,174911,115662,302234,18714,669077,141871,68880,299224,140810,2689412,2432942,274,20,2677127,886401,2737
"11110100010011100101",1315,9393,20058,7787,5543,8532,160706,73441,1001183,1349,29944,119479,5135,658371,493185,189738,5508,1267,1103,368,35896,19346,1063,114295,248240,1348,1450,561,5772,146513
"10110011110100000101",35485,3694,472720,115782,9148,142643,71975,22026,60862,734481,212872,61395,283974,11142,97405,388,2479,982813,33572,15035,1032424,192844,1090333,187643,38661,35528,17751,5702,447711,126193
"10111110101110101100",156104,11318,760,109306,5983,502913,2624,322037,89107,2114559,7921,363745,197582,8646,314078,576,386730,65648,4539991,297660,74655,58854,2566357,2508,247516,1358,95,351891,465,357429
"10111011110000110010",78660,71968,1354170,147058,5247,335348,1505070,11480696,143871,2352,10915853,47676,36461,261167,434212,1706898,28767,337984,4292,44400,2107,399747,21728,693565,154,177298,941540,4606,2474,475560
"11101001111000010000",1657,1353887,8222,12496,501235,218160,184399,15104,46674,2169,40592,34566,3024,156881,443576,3636717,43334,59946,18921,15546,12533,1070,298,18495,305314,540412,100218,43466,279504,479769
"11011101001100001000",5281178,59152,421306,17793,8,9998,51555,620,1192,439273,458,18212,56354,455913,25520,1566,50560,65,21951,370,324242,67199,23,977464,704756,1328,210828,9,15264,372765
"01111000000110100110",5385085,63237,48665,5552,221,34862,3975771,278978,21970233,79336,213431,1185,336441,184759,10491,11281,1965663,350,5061,5134,152919,71240,711,2038,19453,5304,1650,449,1842,327140
"01110001111110100111",1539554,96042,24410,831,278,207763,58586,847960,1728500,114263,340396,19674,347908,7424,1246701,5293005,255040,3,3063,240,3776,41268,9913,363264,572422,399912,1334,59547,236,97394
"11100000010011000010",292792,1740959,13284,172100,50,232847,4344722,529115,71766,687,1056,34293,2256,225680,138777,20567,6129545,171,3456,9345,3398,10726,48,6916,219412,9494,486104,37569,266,9347397
"00011111100011110010",2018761,388004,2177847,681869,2416755,2878,4274,7978,16792,1048773,69682,152,3005228,3609,8339,255054,90546,2546416,49485,2542,834590,181,3521,5597317,144064,25781,111237,22454440,30,32776
